"PART NUMBER","COMPONENT DENSITY","SPEED","MT/S","I/O VOLTAGE","OPERATING TEMP","BUS WIDTH","CAS LATENCY","PIN COUNT","PART STATUS CODE","COMPONENT CONFIG","DRY PACK QTY","PACKAGE DIMENSION (W X L X H) MM","TAPE & REEL QTY","NUMBER OF COMPONENTS","PART TYPE","TECHNOLOGY","PACKAGE","FAMILY"
"MT41K512M16VRP-107 AIT:P","8Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Contact Sales","512Mb x16","1224","8.00 x 14.00 x 1.20","2000","2","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K256M8DA-107:K","2Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x8","CL = 13","78-ball","Production","256Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K256M16TW-107 IT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Production","256Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K64M16TW-107:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x16","CL = 13","96-ball","Production","64Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M8DA-093:P","4Gb","1066MHz","2133MTPS","1.35 VOLTS","0C to +95C","x8","CL = 14","78-ball","Contact Sales","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M8DA-107 IT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 13","78-ball","Production","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M8DA-107 IT:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 13","78-ball","Production","128Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K64M16TW-107 IT:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Production","64Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M8DA-107:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x8","CL = 13","78-ball","Production","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M16VRP-107 IT:P","8Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Production","512Mb x16","1224","8.00 x 14.00 x 1.20","2000","2","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M16JT-125:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","0C to +95C","x16","CL = 11","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K128M16JT-107 IT:K","2Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Contact Sales","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K256M8DA-125 AIT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 11","78-ball","Production","256Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K256M8DA-107 AAT:K","2Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +105C","x8","CL = 13","78-ball","Production","256Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K512M8DA-107 AAT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +105C","x8","CL = 13","78-ball","Contact Sales","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M8DA-107 XIT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 13","78-ball","Obsolete","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M16JT-125 AUT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +125C","x16","CL = 11","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K512M8DA-107 AIT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 13","78-ball","Obsolete","512Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K256M16TW-107 AUT:P","4Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +125C","x16","CL = 13","96-ball","Contact Sales","256Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K1G8RKB-107:P","8Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x8","CL = 13","78-ball","End of Life","1Gb x8","1440","8.00 x 10.50 x 1.20","2000","2","COMPONENT","DDR3","TFBGA","DRAM"
"MT41J128M16JT-093:K","2Gb","1066MHz","2133MTPS","1.5 VOLTS","0C to +95C","x16","CL = 14","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K512M16VRP-107 AAT:P","8Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +105C","x16","CL = 13","96-ball","Production","512Mb x16","1224","8.00 x 14.00 x 1.20","2000","2","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K256M8DA-125 IT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +95C","x8","CL = 11","78-ball","Production","256Mb x8","1440","8.00 x 10.50 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K256M16TW-093:P","4Gb","1066MHz","2133MTPS","1.35 VOLTS","0C to +95C","x16","CL = 14","96-ball","Production","256Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K64M16TW-107 AUT:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +125C","x16","CL = 13","96-ball","Contact Sales","64Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M16JT-107 AAT:K","2Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +105C","x16","CL = 13","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K64M16TW-107 AIT:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 13","96-ball","Production","64Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M16JT-125 AIT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 11","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M8DA-107:J","1Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x8","CL = 13","78-ball","Production","128Mb x8","1440","8.00 x 10.50 x 1.20","1000","1","COMPONENT","DDR3","TFBGA","DRAM"
"MT41K128M16JT-107:K","2Gb","933MHz","1866MTPS","1.35 VOLTS","0C to +95C","x16","CL = 13","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K128M16JT-125 IT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +95C","x16","CL = 11","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","FBGA","DRAM"
"MT41K128M16JT-125 AAT:K","2Gb","800MHz","1600MTPS","1.35 VOLTS","-40C to +105C","x16","CL = 11","96-ball","Production","128Mb x16","1224","8.00 x 14.00 x 1.20","2000","1","COMPONENT","DDR3","TFBGA","DRAM"
